-0.001,0.005,-0.172,0.291,0.197,0.217,0.048,0.026,-0.045,-0.027,-0.162,0.004,0.021,-0.132,-0.031,0.002,-0.069,-0.170,-0.063,-0.302,-0.126,-0.109,-0.084,-0.184,0.095,-0.396,-0.047,-0.030,-0.122,-0.021,-0.214,0.098,-0.016,-0.142,-0.046,-0.145,0.046,-0.251,-0.140,0.056,-0.107,0.023,0.072,-0.196,-0.037,0.056,-0.108,-0.279,0.174,-0.159,-0.017,-0.194,-0.146,0.074,0.154,0.128,-0.438,0.062,0.478,-0.079
-0.007,0.005,-0.216,0.380,0.186,0.019,0.120,0.022,-0.023,-0.064,-0.176,0.073,-0.145,-0.094,-0.155,-0.141,-0.057,-0.127,-0.097,-0.298,0.021,-0.164,-0.241,-0.006,-0.050,-0.079,-0.275,0.088,-0.437,0.116,-0.078,0.134,-0.071,0.075,0.013,0.046,-0.154,-0.064,0.047,-0.062,-0.184,-0.094,-0.070,-0.068,-0.046,0.027,-0.029,0.001,-0.222,-0.019,-0.215,0.021,0.035,-0.007,-0.135,-0.061,-0.056,-0.152,-0.139,-0.087
-0.025,-0.026,-0.064,0.060,-0.128,0.079,-0.080,-0.087,-0.031,0.070,0.017,-0.031,0.016,-0.170,0.081,0.014,-0.143,0.022,-0.057,-0.180,0.093,-0.247,-0.003,-0.002,0.084,-0.113,-0.109,0.080,-0.081,-0.106,0.139,-0.026,-0.087,-0.101,0.066,-0.018,-0.038,0.076,-0.162,-0.046,-0.046,-0.028,0.048,-0.080,-0.251,-0.273,0.018,-0.110,-0.354,-0.121,0.062,0.056,0.074,-0.034,-0.020,0.058,-0.141,0.020,0.151,-0.022
-0.026,-0.015,-0.250,0.211,0.020,0.107,0.074,-0.031,0.033,-0.057,0.043,0.034,-0.020,0.002,-0.076,0.021,-0.236,0.047,-0.100,-0.248,-0.232,-0.031,-0.165,0.086,-0.113,0.118,-0.126,-0.088,-0.015,-0.061,-0.190,-0.086,-0.150,-0.104,0.039,-0.144,0.011,0.010,-0.025,-0.137,0.049,-0.205,0.127,-0.214,0.097,-0.095,-0.140,-0.106,-0.118,0.041,-0.099,0.009,-0.083,-0.163,-0.167,0.139,0.077,0.066,-0.069,-0.248
-0.031,-0.024,-0.026,0.157,-0.024,-0.070,-0.018,-0.000,-0.001,-0.063,-0.026,0.217,0.004,-0.089,0.067,-0.001,-0.170,-0.014,-0.040,-0.142,-0.016,0.162,-0.070,-0.130,-0.112,0.111,-0.115,0.033,-0.104,-0.110,0.104,-0.136,0.266,-0.057,-0.284,0.166,-0.152,-0.060,0.073,-0.024,-0.065,-0.074,0.059,-0.084,-0.117,0.011,-0.309,0.048,-0.047,0.019,-0.188,0.061,0.050,0.090,-0.168,-0.158,0.140,-0.120,-0.058,0.131
-0.029,0.048,0.004,0.244,-0.012,-0.077,-0.155,-0.118,-0.010,-0.056,0.048,0.232,0.183,-0.270,0.067,0.067,-0.005,0.056,-0.035,-0.006,-0.014,-0.096,-0.111,-0.161,0.056,-0.190,-0.044,-0.239,-0.079,0.040,-0.027,-0.081,-0.096,-0.006,0.042,-0.289,-0.111,0.056,-0.120,-0.066,-0.092,-0.078,-0.371,0.336,-0.136,-0.117,-0.249,-0.123,-0.187,-0.051,-0.019,-0.240,-0.088,-0.258,0.069,0.053,-0.012,-0.035,-0.281,-0.207
-0.036,-0.016,-0.154,0.267,0.062,0.012,-0.020,-0.035,0.048,-0.022,-0.031,-0.032,-0.196,0.059,-0.034,-0.085,-0.081,-0.052,0.013,-0.135,-0.047,-0.163,-0.104,0.017,-0.173,-0.077,-0.254,0.133,0.027,0.009,-0.012,-0.216,0.297,-0.263,-0.079,-0.190,-0.005,-0.066,0.062,-0.264,-0.061,-0.179,-0.074,-0.035,-0.238,0.029,-0.138,0.031,-0.077,0.078,-0.082,-0.132,-0.076,0.142,0.109,-0.128,-0.434,-0.139,-0.038,-0.215
-0.032,-0.014,0.000,0.151,0.009,-0.060,-0.179,-0.013,-0.118,-0.094,-0.077,0.150,0.152,-0.062,-0.027,-0.151,-0.061,0.046,-0.102,-0.123,-0.166,-0.115,-0.109,0.112,-0.033,-0.219,-0.076,-0.130,-0.091,-0.190,0.122,-0.043,0.195,-0.058,-0.079,0.019,-0.230,-0.085,0.141,-0.313,0.072,0.075,-0.194,0.090,0.169,-0.080,0.123,-0.118,0.055,-0.168,-0.087,-0.164,-0.290,-0.136,0.057,0.106,-0.299,0.123,0.023,-0.160
-0.035,-0.036,-0.390,0.144,-0.077,0.083,0.025,0.043,-0.036,-0.004,0.086,-0.071,-0.058,-0.120,0.140,0.035,-0.055,0.025,-0.151,0.144,0.073,-0.126,-0.001,-0.170,-0.014,-0.253,0.033,-0.003,-0.062,-0.167,-0.020,-0.093,-0.046,0.001,0.000,-0.155,-0.137,0.077,-0.016,0.146,0.066,0.024,-0.236,0.142,0.044,-0.294,-0.066,0.008,0.115,0.014,0.183,-0.246,-0.021,-0.030,0.008,-0.087,-0.099,-0.163,0.053,-0.059
-0.030,-0.033,0.009,0.141,-0.061,0.005,-0.003,-0.024,0.015,0.068,-0.024,-0.115,-0.022,-0.002,-0.188,-0.056,-0.275,0.013,0.024,-0.044,-0.167,-0.085,-0.106,-0.101,-0.277,-0.149,0.048,-0.230,0.003,-0.031,-0.139,-0.163,0.216,0.002,-0.288,-0.176,0.199,-0.152,0.153,-0.157,-0.202,0.183,-0.078,-0.380,0.199,0.001,-0.175,0.030,-0.061,0.057,0.037,-0.047,-0.085,0.029,-0.035,-0.169,-0.040,-0.039,0.143,-0.203
