0.183,-0.793,-8.301,-35.339,24.231,-35.400,22.217,-23.132,-13.672,-3.418,-35.095,42.725,-16.846,42.175,36.194,-9.705,9.277,13.184,9.338,27.039,-16.968,-21.057,8.972,19.470,-223.022,-91.858,35.034,1.953,-199.158,-154.480,-11.963,-7.874,24.536,71.045,124.695,155.945,155.029,-9.094,333.740,215.515,256.592,212.402,15.869,-79.224,37.903,-181.152,-213.501,-336.487,-56.519,-78.430,-45.776,7.080,54.749,29.663,-23.804,30.029,1.526,-24.475,6.653,-23.926
0.244,-0.061,-19.043,-21.179,-27.588,11.658,0.183,19.958,-35.461,-25.757,32.410,-33.936,38.574,28.748,-1.526,3.113,-2.441,24.475,-23.987,15.991,14.465,-18.066,5.005,-1.648,21.118,-28.015,-19.348,48.462,0.000,-28.748,39.185,-17.090,-7.690,22.644,7.385,-202.271,-255.676,-114.624,3.052,22.095,48.584,-91.919,-105.957,-50.659,127.258,107.300,57.922,44.922,104.126,114.746,283.569,229.980,35.645,3.174,116.089,-17.151,-187.073,-206.909,-302.979,-206.787
0.244,0.305,-2.747,-36.926,-47.424,-16.052,33.203,8.362,-6.287,-11.536,-13.672,11.658,21.606,22.583,-6.836,7.141,18.433,-2.563,-17.212,-8.362,5.371,-14.709,23.743,10.254,-42.480,-26.855,-22.766,1.343,13.550,34.180,-62.134,12.634,-20.447,-2.075,7.751,6.042,22.461,1.221,-50.171,-171.326,-189.148,-56.580,78.186,72.144,155.029,93.323,108.948,231.995,189.880,102.051,124.634,64.026,-146.790,-180.481,-168.762,-197.815,41.931,207.947,-10.498,-116.760
0.244,0.061,-6.897,-22.766,-44.189,-2.808,5.127,-4.272,-13.184,-9.216,-3.296,-15.381,-7.202,-12.146,-2.319,-12.390,-26.245,16.357,18.188,-3.113,3.967,1.526,-14.526,-1.343,3.296,5.737,43.518,-107.361,-134.705,-128.967,6.348,18.616,77.148,125.000,22.644,-49.744,105.347,296.265,195.679,57.129,0.183,-43.945,-163.818,-193.604,-270.569,-45.837,77.087,30.273,-48.035,-28.809,9.583,-2.502,41.016,-7.019,-33.142,-18.066,7.996,29.663,20.691,4.089
0.305,-1.099,-6.714,-35.339,-41.321,-12.329,6.165,9.888,-13.123,-44.006,-36.682,4.639,23.132,6.775,-4.761,-9.583,-29.541,-19.104,51.331,5.066,-35.889,-38.330,47.058,42.053,-8.484,-38.574,2.930,-1.404,26.672,23.193,76.843,110.413,-187.073,-275.818,-119.446,-45.654,95.581,37.659,6.348,81.177,18.921,50.537,116.211,300.903,253.662,53.467,-43.762,-91.370,-91.797,-101.196,-154.724,-282.959,-100.403,65.552,59.326,-37.720,-31.738,8.911,12.634,23.987
0.183,-0.488,-4.028,-19.043,-70.923,-46.326,15.259,21.240,-10.620,-35.767,-56.946,-40.222,-4.089,21.790,13.123,-7.446,-41.016,-35.583,-19.043,-8.301,26.794,22.583,4.211,18.799,-129.700,-192.749,-162.415,-24.658,122.498,43.762,62.439,188.599,162.720,18.127,63.965,168.030,118.286,-83.923,-139.587,-183.960,-235.840,94.910,117.981,-43.213,-42.053,15.320,72.632,-14.343,-48.584,-29.114,9.583,29.053,7.874,-22.095,24.963,76.294,9.155,-39.917,-40.405,-9.155
0.305,-0.732,-4.761,-29.480,-66.895,-35.522,-3.357,1.831,-2.991,-25.024,-29.480,-15.808,15.503,9.766,-20.996,-6.531,-26.367,-13.367,-14.282,-26.306,-18.005,25.879,2.319,11.719,-53.345,-118.347,-197.449,-112.488,71.167,108.887,56.152,24.719,164.490,205.322,52.185,71.777,133.789,33.691,-88.623,-168.518,-169.861,-86.121,132.812,-18.982,-66.895,-4.761,20.996,43.213,-4.822,-51.758,-28.381,14.343,24.841,-36.560,-22.400,19.653,39.063,62.683,0.549,-37.598
0.122,-0.671,-5.859,-44.983,-116.760,-238.892,-259.033,-255.981,-276.978,-18.738,47.668,61.462,-0.061,-61.890,-63.843,-20.203,-1.038,-12.817,-4.822,41.931,-51.636,-68.176,-36.743,-17.578,21.851,2.747,5.432,38.818,4.456,4.333,-119.324,-111.877,-137.756,-62.622,53.589,49.561,98.083,103.210,24.536,181.396,151.062,122.070,51.575,39.795,-96.619,-221.130,-249.023,130.737,83.130,-32.227,-49.438,-4.761,-10.864,39.124,18.494,-3.357,15.930,-30.334,-34.302,5.676
0.427,0.793,-9.460,-44.983,-42.786,-29.602,-16.296,-13.733,-25.085,-47.119,-39.673,-31.982,-13.977,-8.789,-2.625,-19.043,-16.541,-8.301,-16.846,-1.953,15.686,-4.822,21.179,3.052,-29.419,-32.043,-7.446,46.936,-4.089,-139.709,-172.546,-176.819,-87.769,102.417,129.211,117.188,39.917,100.098,161.743,180.237,180.664,35.400,-57.495,-189.880,-257.507,-214.111,19.287,63.232,71.899,55.725,5.676,-10.254,-34.485,-18.188,-16.174,-23.010,-2.075,-16.479,4.211,-14.038
0.549,0.000,-5.737,-17.395,-86.853,-68.787,-11.963,9.277,3.845,-4.761,-23.682,-43.884,-64.209,-57.861,-7.202,-11.292,-36.316,-34.180,-32.898,-45.532,-20.020,4.517,-3.235,-18.555,-38.513,-42.969,-36.316,9.888,27.283,47.058,8.789,-65.125,-104.919,-43.457,-32.166,59.326,90.942,66.162,76.538,-23.437,-3.174,41.870,-6.287,54.016,85.388,154.785,121.521,78.308,-33.203,-82.397,-190.002,-252.197,-159.729,-67.993,47.668,123.840,22.095,32.776,9.949,-29.419
0.061,-0.305,-2.136,-40.039,-63.538,-46.021,-37.903,-26.489,-29.358,-31.738,-27.771,-21.851,-22.095,-36.987,-20.325,-19.165,0.122,5.798,29.663,36.743,0.305,-8.667,-20.264,-16.235,-3.540,4.944,29.175,16.357,8.911,-10.254,-31.616,-33.875,-7.263,13.062,3.418,-8.301,36.926,1.831,-16.907,-47.241,-20.752,35.156,44.250,13.794,-9.827,-44.189,-69.519,-96.375,-79.041,-1.221,33.569,40.466,90.393,45.959,47.302,8.118,7.629,64.758,42.786,-26.917
-0.427,-0.671,-5.676,-32.593,-58.594,-52.795,-17.395,-13.489,-30.823,-28.503,-17.761,-34.546,-28.259,-11.841,-38.025,-43.579,-15.381,-16.785,-0.061,21.545,25.330,42.236,16.235,1.404,-36.865,-17.883,1.343,23.376,32.288,4.578,12.268,-20.996,-26.794,-53.345,-30.884,25.330,5.249,-21.912,-25.452,11.414,-1.038,8.789,11.841,11.353,-1.831,10.193,-0.793,-10.132,-39.063,-74.097,-40.771,-5.432,54.504,82.825,68.237,40.894,32.288,11.230,6.409,-27.100
-3.723,-4.211,-4.089,-22.339,-65.674,-50.903,-37.048,-34.729,-34.546,-36.194,-32.166,-34.180,-11.719,-8.301,-20.752,-1.343,7.690,3.296,25.879,23.804,-8.789,-20.813,-35.767,-40.344,-27.527,12.085,40.894,17.151,7.629,-8.179,-13.000,-26.611,-19.531,16.541,12.329,11.169,10.681,-7.324,-1.282,-12.390,11.719,-2.563,48.401,16.479,-19.470,-13.733,-81.726,-79.224,-72.449,-26.367,33.813,43.335,73.486,62.378,50.842,9.460,52.917,-11.841,113.220,166.016
-0.854,-0.793,-3.723,-46.082,-76.050,-40.161,-35.278,-23.071,-21.057,-10.681,6.958,14.709,9.766,-45.044,-57.434,-48.096,-38.818,-15.686,-6.348,-1.465,5.920,-8.545,6.287,-1.343,-13.123,6.714,20.081,5.066,-40.405,-46.692,-40.466,5.981,33.081,5.371,-11.597,-30.151,-10.193,7.263,30.945,15.320,2.197,-23.010,5.554,18.066,10.315,9.155,10.010,17.578,-24.536,4.395,4.150,-1.587,-33.691,-83.435,-84.534,-19.348,-29.785,32.898,81.238,103.638
-0.610,-0.244,-17.456,-44.434,-34.790,-44.373,-54.504,-69.336,-62.744,-46.082,-40.405,-0.366,21.484,3.906,-37.537,-6.714,-3.662,-0.610,4.456,-2.686,-13.000,51.025,14.160,-45.349,17.090,19.653,-16.418,-9.644,55.054,-2.502,4.700,-12.878,2.380,2.197,3.174,-13.428,21.912,2.991,-42.114,7.446,11.536,18.250,-50.964,-86.487,-142.578,-111.206,48.950,35.156,50.354,-32.593,-169.922,-207.458,-59.082,78.308,119.019,144.836,250.977,148.987,66.956,90.820
0.122,0.122,-0.854,-66.772,-73.486,-26.245,3.723,14.893,-9.216,-22.217,-24.231,-24.902,-26.062,-16.479,-4.089,-9.277,9.338,-10.742,3.479,-3.540,-3.174,24.414,1.038,12.085,-9.094,-8.118,-13.306,-20.386,-5.554,2.808,24.536,8.423,-11.047,-13.367,-9.460,-7.935,2.991,29.297,31.921,-11.963,-21.729,-17.883,-35.156,-65.063,-54.504,-61.157,-36.499,67.932,88.196,146.667,152.161,4.578,5.493,-47.424,9.277,115.417,158.203,127.380,95.459,13.977
0.244,0.061,-6.897,-22.766,-44.189,-2.808,5.127,-4.272,-13.184,-9.216,-3.296,-15.381,-7.202,-12.146,-2.319,-12.390,-26.245,16.357,18.188,-3.113,3.967,1.526,-14.526,-1.343,3.296,5.737,43.518,-107.361,-134.705,-128.967,6.348,18.616,77.148,125.000,22.644,-49.744,105.347,296.265,195.679,57.129,0.183,-43.945,-163.818,-193.604,-270.569,-45.837,77.087,30.273,-48.035,-28.809,9.583,-2.502,41.016,-7.019,-33.142,-18.066,7.996,29.663,20.691,4.089
0.305,-1.099,-6.714,-35.339,-41.321,-12.329,6.165,9.888,-13.123,-44.006,-36.682,4.639,23.132,6.775,-4.761,-9.583,-29.541,-19.104,51.331,5.066,-35.889,-38.330,47.058,42.053,-8.484,-38.574,2.930,-1.404,26.672,23.193,76.843,110.413,-187.073,-275.818,-119.446,-45.654,95.581,37.659,6.348,81.177,18.921,50.537,116.211,300.903,253.662,53.467,-43.762,-91.370,-91.797,-101.196,-154.724,-282.959,-100.403,65.552,59.326,-37.720,-31.738,8.911,12.634,23.987
0.183,-0.488,-4.028,-19.043,-70.923,-46.326,15.259,21.240,-10.620,-35.767,-56.946,-40.222,-4.089,21.790,13.123,-7.446,-41.016,-35.583,-19.043,-8.301,26.794,22.583,4.211,18.799,-129.700,-192.749,-162.415,-24.658,122.498,43.762,62.439,188.599,162.720,18.127,63.965,168.030,118.286,-83.923,-139.587,-183.960,-235.840,94.910,117.981,-43.213,-42.053,15.320,72.632,-14.343,-48.584,-29.114,9.583,29.053,7.874,-22.095,24.963,76.294,9.155,-39.917,-40.405,-9.155
